Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;valor m2;Tipo Agregado
Apartamento;Flamengo;3;1;1;150;5900.0;770.0;0.0;39.333333333333336;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1500.0;690.0;0.0;19.736842105263158;Apartamento
Apartamento;Centro;2;1;1;118;2500.0;720.0;271.0;21.1864406779661;Apartamento
Apartamento;Gávea;2;1;0;95;3500.0;1256.0;234.0;36.8421052631579;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;3;297;2300.0;3459.0;0.0;7.744107744107744;Apartamento
Apartamento;Copacabana;1;1;0;50;2000.0;1200.0;120.0;40.0;Apartamento
Apartamento;Flamengo;3;0;1;120;2900.0;764.0;0.0;24.166666666666668;Apartamento
Apartamento;Barra da Tijuca;1;1;1;65;2600.0;1345.0;190.0;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;75;1800.0;800.0;140.0;24.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;2400.0;1061.0;216.0;32.0;Apartamento
Apartamento;Tijuca;3;1;0;90;2200.0;800.0;120.0;24.444444444444443;Apartamento
Apartamento;Jardim Sulacap;1;1;0;45;850.0;70.0;0.0;18.88888888888889;Apartamento
Apartamento;Laranjeiras;3;1;1;92;3000.0;1017.0;175.0;32.608695652173914;Apartamento
Apartamento;Grajaú;3;0;0;67;1150.0;500.0;19.0;17.16417910447761;Apartamento
Apartamento;Ipanema;3;1;1;140;10000.0;2000.0;395.0;71.42857142857143;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2400.0;820.0;165.0;26.666666666666668;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2790.0;650.0;125.0;37.2;Apartamento
Apartamento;Tijuca;4;1;1;186;3300.0;2090.0;321.0;17.741935483870968;Apartamento
Apartamento;Campo Grande;2;0;0;51;800.0;70.0;0.0;15.686274509803921;Apartamento
Apartamento;Barra da Tijuca;1;1;1;66;2500.0;1300.0;188.0;37.878787878787875;Apartamento
Apartamento;Ipanema;2;1;0;60;2800.0;765.0;85.0;46.666666666666664;Apartamento
Apartamento;Copacabana;3;2;1;255;9000.0;2100.0;330.0;35.294117647058826;Apartamento
Apartamento;Pechincha;2;1;1;72;1600.0;440.0;95.0;22.22222222222222;Apartamento
Apartamento;Tijuca;2;1;0;68;1850.0;765.0;108.0;27.205882352941178;Apartamento
Casa;Botafogo;2;1;0;80;3300.0;0.0;600.0;41.25;Casa
Apartamento;Praça Seca;2;1;1;60;900.0;568.0;0.0;15.0;Apartamento
Apartamento;Flamengo;2;1;1;110;3300.0;787.0;238.0;30.0;Apartamento
Apartamento;Bento Ribeiro;2;1;1;73;1450.0;380.0;40.0;19.863013698630137;Apartamento
Apartamento;Tijuca;3;0;0;85;2200.0;180.0;92.0;25.88235294117647;Apartamento
Quitinete;Copacabana;1;0;0;38;1950.0;390.0;25.0;51.31578947368421;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;4;1000;40000.0;1900.0;22000.0;40.0;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;130;1700.0;550.0;0.0;13.076923076923077;Apartamento
Apartamento;Leblon;4;1;1;170;9000.0;3630.0;0.0;52.94117647058823;Apartamento
Apartamento;Humaitá;2;1;1;100;2500.0;1080.0;0.0;25.0;Apartamento
Quitinete;Copacabana;1;0;0;45;1600.0;470.0;30.0;35.55555555555556;Apartamento
Apartamento;Vila da Penha;3;1;0;60;1100.0;230.0;0.0;18.333333333333332;Apartamento
Apartamento;Vila Isabel;3;1;1;137;2500.0;550.0;0.0;18.248175182481752;Apartamento
Apartamento;Grajaú;4;2;1;122;2500.0;1051.0;201.0;20.491803278688526;Apartamento
Apartamento;Leblon;2;1;0;64;3600.0;873.0;206.0;56.25;Apartamento
Apartamento;Laranjeiras;3;1;0;140;3200.0;1470.0;208.0;22.857142857142858;Apartamento
Apartamento;Ipanema;3;1;1;275;7000.0;3150.0;700.0;25.454545454545453;Apartamento
Apartamento;Centro;3;0;0;100;2300.0;500.0;22.0;23.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;80;1600.0;950.0;170.0;20.0;Apartamento
Apartamento;Copacabana;5;1;5;280;20000.0;2300.0;700.0;71.42857142857143;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;1026.0;0.0;27.976190476190474;Apartamento
Apartamento;Recreio dos Bandeirantes;1;2;1;180;2900.0;852.0;4885.0;16.11111111111111;Apartamento
Apartamento;Leblon;2;0;0;75;3200.0;780.0;100.0;42.666666666666664;Apartamento
Apartamento;Botafogo;3;3;1;160;3990.0;2350.0;450.0;24.9375;Apartamento
Apartamento;Copacabana;1;0;0;30;2650.0;650.0;30.0;88.33333333333333;Apartamento
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0;38.064516129032256;Apartamento
Apartamento;Barra da Tijuca;3;2;1;123;4500.0;2500.0;780.0;36.58536585365854;Apartamento
Apartamento;Copacabana;1;1;0;55;2600.0;710.0;150.0;47.27272727272727;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2000.0;1358.0;0.0;25.641025641025642;Apartamento
Apartamento;Ipanema;2;2;1;100;6000.0;2550.0;222.0;60.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4000.0;1750.0;400.0;30.76923076923077;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;503.0;20.0;20.0;Apartamento
Casa;Jardim Botânico;4;4;4;452;20000.0;0.0;0.0;44.24778761061947;Casa
Apartamento;Copacabana;3;0;0;139;2700.0;1500.0;330.0;19.424460431654676;Apartamento
Apartamento;Cosmos;2;1;0;50;600.0;200.0;0.0;12.0;Apartamento
Apartamento;Lagoa;4;2;1;150;4500.0;1450.0;0.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;163;2400.0;1260.0;320.0;14.723926380368098;Apartamento
Apartamento;Copacabana;3;0;1;105;3000.0;1000.0;165.0;28.571428571428573;Apartamento
Apartamento;Cachambi;2;1;0;70;1200.0;555.0;41.0;17.142857142857142;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;5300.0;1980.0;440.0;33.125;Apartamento
Apartamento;Taquara;2;1;1;62;1350.0;480.0;0.0;21.774193548387096;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2650.0;1016.0;250.0;31.547619047619047;Apartamento
Apartamento;Laranjeiras;2;0;0;69;2000.0;602.0;94.0;28.985507246376812;Apartamento
Apartamento;Vila Isabel;1;0;0;50;1000.0;325.0;34.0;20.0;Apartamento
Apartamento;Barra da Tijuca;3;0;1;80;3000.0;1160.0;1300.0;37.5;Apartamento
Apartamento;São Conrado;1;1;1;58;2970.0;960.0;190.0;51.206896551724135;Apartamento
Casa de Vila;Botafogo;4;0;0;131;3200.0;40.0;230.0;24.427480916030536;Casa
Apartamento;Méier;2;1;0;81;1400.0;390.0;10.0;17.28395061728395;Apartamento
Quitinete;Ipanema;1;0;0;24;1400.0;200.0;30.0;58.333333333333336;Apartamento
Apartamento;Barra da Tijuca;2;2;1;67;1500.0;690.0;45.0;22.388059701492537;Apartamento
Apartamento;Barra da Tijuca;2;2;1;62;1700.0;1270.0;156.0;27.419354838709676;Apartamento
Apartamento;Santo Cristo;2;0;0;69;900.0;205.0;0.0;13.043478260869565;Apartamento
Apartamento;Leblon;3;1;1;119;7000.0;1900.0;465.0;58.8235294117647;Apartamento
Apartamento;Glória;1;0;0;30;1100.0;348.0;13.0;36.666666666666664;Apartamento
Apartamento;Barra da Tijuca;4;4;4;262;15000.0;2500.0;0.0;57.25190839694657;Apartamento
Casa;Itanhangá;4;2;2;535;8000.0;1340.0;967.0;14.953271028037383;Casa
Apartamento;Jardim Carioca;2;1;0;75;1800.0;34897.0;243.0;24.0;Apartamento
Apartamento;Barra da Tijuca;5;4;0;292;14000.0;3700.0;1600.0;47.945205479452056;Apartamento
Apartamento;Copacabana;4;2;1;366;7000.0;3000.0;7120.0;19.12568306010929;Apartamento
Apartamento;Braz de Pina;2;0;0;90;1100.0;100.0;0.0;12.222222222222221;Apartamento
Apartamento;Copacabana;2;0;0;72;2200.0;950.0;0.0;30.555555555555557;Apartamento
Apartamento;Barra da Tijuca;3;0;1;235;12000.0;4500.0;900.0;51.06382978723404;Apartamento
Apartamento;Tijuca;2;0;0;80;1800.0;550.0;0.0;22.5;Apartamento
Apartamento;Copacabana;3;1;1;120;4800.0;1000.0;200.0;40.0;Apartamento
Apartamento;Copacabana;1;0;1;33;1500.0;650.0;22.0;45.45454545454545;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;110;2000.0;900.0;265.0;18.181818181818183;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;48;1200.0;357.0;13.0;25.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2000.0;695.0;145.0;18.181818181818183;Apartamento
Apartamento;Jardim Oceânico;5;3;3;430;10000.0;1700.0;1600.0;23.25581395348837;Apartamento
Apartamento;Barra da Tijuca;3;2;0;120;3791.0;1670.0;3300.0;31.591666666666665;Apartamento
Casa;Barra da Tijuca;5;6;4;839;32000.0;1306.0;1654.0;38.14064362336114;Casa
Apartamento;Copacabana;3;1;1;120;4500.0;900.0;0.0;37.5;Apartamento
Apartamento;Bancários;2;1;0;85;1600.0;368.0;0.0;18.823529411764707;Apartamento
Quitinete;Centro;1;0;0;36;1000.0;320.0;0.0;27.77777777777778;Apartamento
Apartamento;Laranjeiras;3;1;1;143;4800.0;1620.0;213.0;33.56643356643357;Apartamento
Apartamento;Barra da Tijuca;4;2;1;154;3000.0;2100.0;356.0;19.48051948051948;Apartamento
Apartamento;Jardim Botânico;2;1;1;60;3800.0;1200.0;105.0;63.333333333333336;Apartamento
Apartamento;Campo Grande;2;1;1;140;1500.0;820.0;0.0;10.714285714285714;Apartamento
Quitinete;Copacabana;1;0;0;29;1150.0;450.0;182.0;39.6551724137931;Apartamento
Apartamento;Laranjeiras;1;1;1;50;2000.0;554.0;26.0;40.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;0;5;622;13000.0;500.0;1220.0;20.90032154340836;Casa
Apartamento;Andaraí;2;1;0;67;1800.0;450.0;0.0;26.865671641791046;Apartamento
Apartamento;Copacabana;3;1;1;140;5000.0;1400.0;230.0;35.714285714285715;Apartamento
Apartamento;São Conrado;3;2;1;250;5500.0;750.0;500.0;22.0;Apartamento
Apartamento;Ipanema;4;2;1;210;16000.0;2900.0;400.0;76.19047619047619;Apartamento
Apartamento;Lagoa;3;1;1;120;4500.0;750.0;0.0;37.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;54;1000.0;502.0;0.0;18.51851851851852;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;2800.0;1249.0;0.0;26.923076923076923;Apartamento
Apartamento;Leblon;3;1;2;300;25000.0;1870.0;0.0;83.33333333333333;Apartamento
Apartamento;Leblon;3;1;0;90;4450.0;900.0;200.0;49.44444444444444;Apartamento
Apartamento;Copacabana;2;1;0;80;2700.0;1000.0;80.0;33.75;Apartamento
Quitinete;Copacabana;0;0;0;30;1300.0;475.0;53.0;43.333333333333336;Apartamento
Apartamento;Tijuca;4;1;1;128;2300.0;740.0;120.0;17.96875;Apartamento
Apartamento;Vila Isabel;2;0;0;80;2300.0;300.0;0.0;28.75;Apartamento
Apartamento;Grajaú;3;0;0;77;1200.0;400.0;21.0;15.584415584415584;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;0.0;0.0;30.0;Casa
Apartamento;Flamengo;4;2;0;350;6200.0;2900.0;400.0;17.714285714285715;Apartamento
Apartamento;Centro;1;0;0;40;1000.0;438.0;21.0;25.0;Apartamento
Apartamento;Copacabana;4;0;1;160;3790.0;1500.0;0.0;23.6875;Apartamento
Casa de Condomínio;Realengo;1;0;0;60;700.0;0.0;0.0;11.666666666666666;Casa
Apartamento;Ipanema;2;1;1;78;15000.0;4000.0;563.0;192.30769230769232;Apartamento
Apartamento;Leblon;3;1;0;110;4500.0;1300.0;300.0;40.90909090909091;Apartamento
Apartamento;Jardim Botânico;2;0;0;51;2200.0;870.0;0.0;43.13725490196079;Apartamento
Casa de Vila;Pavuna;1;0;0;40;450.0;40.0;0.0;11.25;Casa
Apartamento;Copacabana;2;0;0;80;2200.0;750.0;85.0;27.5;Apartamento
Apartamento;Vila Isabel;2;1;0;80;1900.0;600.0;585.0;23.75;Apartamento
Apartamento;Barra da Tijuca;2;1;0;58;1000.0;698.0;0.0;17.24137931034483;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;105;2000.0;834.0;0.0;19.047619047619047;Apartamento
Apartamento;Barra da Tijuca;4;2;3;170;8000.0;2000.0;0.0;47.05882352941177;Apartamento
Apartamento;Copacabana;4;1;3;300;8500.0;1717.0;310.0;28.333333333333332;Apartamento
Apartamento;Rocha Miranda;2;1;0;46;900.0;260.0;0.0;19.565217391304348;Apartamento
Apartamento;Tijuca;2;1;0;85;2000.0;600.0;0.0;23.529411764705884;Apartamento
Apartamento;Copacabana;2;0;0;80;2950.0;780.0;20.0;36.875;Apartamento
Apartamento;Barra da Tijuca;3;2;1;131;3200.0;2600.0;429.0;24.427480916030536;Apartamento
Quitinete;Copacabana;1;0;1;35;1400.0;531.0;25.0;40.0;Apartamento
Apartamento;Leblon;3;2;2;100;5500.0;1400.0;350.0;55.0;Apartamento
Apartamento;Urca;3;1;1;130;4900.0;2100.0;269.0;37.69230769230769;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;168;4500.0;0.0;0.0;26.785714285714285;Casa
Apartamento;Copacabana;3;0;0;95;4500.0;1200.0;1300.0;47.36842105263158;Apartamento
Apartamento;Leme;2;0;0;60;2000.0;1300.0;894.0;33.333333333333336;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;160;1850.0;1400.0;210.0;11.5625;Apartamento
Apartamento;Copacabana;4;2;2;350;9000.0;2300.0;700.0;25.714285714285715;Apartamento
Apartamento;Flamengo;1;0;0;35;1250.0;405.0;29.0;35.714285714285715;Apartamento
Apartamento;Leblon;4;1;1;140;10800.0;2055.0;396.0;77.14285714285714;Apartamento
Apartamento;Leblon;3;2;2;157;9900.0;1600.0;420.0;63.05732484076433;Apartamento
Apartamento;Leblon;4;2;0;200;12000.0;2300.0;0.0;60.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;42;1200.0;650.0;30.0;28.571428571428573;Apartamento
Apartamento;Catete;2;0;0;68;1600.0;545.0;36.0;23.529411764705884;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;180;2500.0;800.0;0.0;13.88888888888889;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;96;3300.0;7029.0;1885.0;34.375;Apartamento
Casa;Tauá;2;0;0;160;2000.0;0.0;1200.0;12.5;Casa
Apartamento;Curicica;2;1;0;55;1250.0;510.0;50.0;22.727272727272727;Apartamento
Casa;Santa Teresa;6;2;0;381;9000.0;0.0;186.0;23.62204724409449;Casa
Apartamento;Barra da Tijuca;2;1;0;64;2100.0;952.0;181.0;32.8125;Apartamento
Apartamento;Barra da Tijuca;2;1;1;76;2100.0;1400.0;90.0;27.63157894736842;Apartamento
Apartamento;Centro;2;0;0;80;1300.0;511.0;0.0;16.25;Apartamento
Apartamento;Copacabana;3;0;0;80;3500.0;620.0;297.0;43.75;Apartamento
Apartamento;Copacabana;3;0;0;130;3500.0;1000.0;120.0;26.923076923076923;Apartamento
Casa de Condomínio;Pechincha;2;0;0;60;1300.0;65.0;1.0;21.666666666666668;Casa
Apartamento;Barra da Tijuca;4;3;4;262;8000.0;3375.0;693.0;30.53435114503817;Apartamento
Casa de Condomínio;Barra da Tijuca;6;4;6;556;20000.0;1650.0;1620.0;35.97122302158273;Casa
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;0.0;42.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1300.0;1200.0;0.0;20.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;1800.0;1400.0;300.0;36.0;Apartamento
Apartamento;Tijuca;2;1;0;72;1600.0;700.0;25.0;22.22222222222222;Apartamento
Apartamento;Botafogo;2;1;0;64;3500.0;917.0;152.0;54.6875;Apartamento
Apartamento;Leblon;3;2;1;117;5000.0;1500.0;329.0;42.73504273504273;Apartamento
Apartamento;Ipanema;2;0;1;65;5000.0;1500.0;0.0;76.92307692307692;Apartamento
Apartamento;Humaitá;2;1;1;80;3700.0;1196.0;238.0;46.25;Apartamento
Apartamento;Bonsucesso;2;1;0;65;1200.0;640.0;0.0;18.46153846153846;Apartamento
Apartamento;Curicica;2;1;0;47;2500.0;360.0;114.0;53.191489361702125;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2500.0;1000.0;200.0;30.48780487804878;Apartamento
Apartamento;Méier;2;0;0;64;800.0;690.0;13.0;12.5;Apartamento
Apartamento;Pechincha;1;1;0;54;1200.0;347.0;0.0;22.22222222222222;Apartamento
Quitinete;Botafogo;1;0;0;25;1300.0;486.0;24.0;52.0;Apartamento
Apartamento;Botafogo;2;0;0;75;2200.0;480.0;89.0;29.333333333333332;Apartamento
Apartamento;Botafogo;2;1;1;80;4310.0;1140.0;198.0;53.875;Apartamento
Apartamento;Tijuca;3;1;0;94;2000.0;695.0;96.0;21.27659574468085;Apartamento
Apartamento;Lagoa;3;2;2;230;14000.0;1400.0;380.0;60.869565217391305;Apartamento
Apartamento;Gávea;3;1;0;89;3250.0;1020.0;315.0;36.51685393258427;Apartamento
Apartamento;Estácio;1;0;0;40;1500.0;200.0;15.0;37.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;130;2500.0;800.0;260.0;19.23076923076923;Apartamento
Apartamento;Maracanã;2;0;1;90;3000.0;463.0;48.0;33.333333333333336;Apartamento
Apartamento;Barra da Tijuca;2;2;2;100;7000.0;2764.0;385.0;70.0;Apartamento
Apartamento;Tanque;3;1;1;70;1700.0;380.0;70.0;24.285714285714285;Apartamento
Apartamento;Copacabana;2;0;0;68;2000.0;548.0;92.0;29.41176470588235;Apartamento
Apartamento;Botafogo;3;1;0;119;3000.0;1300.0;1779.0;25.210084033613445;Apartamento
Apartamento;Tijuca;3;1;1;110;2500.0;800.0;0.0;22.727272727272727;Apartamento
Apartamento;Ipanema;3;2;3;210;25000.0;2400.0;14952.0;119.04761904761905;Apartamento
Apartamento;Laranjeiras;4;2;1;160;5000.0;1190.0;250.0;31.25;Apartamento
Apartamento;Pechincha;2;1;1;60;1300.0;470.0;0.0;21.666666666666668;Apartamento
Apartamento;Copacabana;1;0;0;27;2500.0;550.0;20.0;92.5925925925926;Apartamento
Apartamento;Flamengo;1;1;0;53;2300.0;485.0;56.0;43.39622641509434;Apartamento
Apartamento;São Cristóvão;3;1;1;70;2300.0;632.0;17.0;32.857142857142854;Apartamento
Apartamento;Tijuca;3;2;1;110;3300.0;1100.0;1.0;30.0;Apartamento
Apartamento;Andaraí;2;0;0;65;1000.0;424.0;0.0;15.384615384615385;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;780.0;0.0;28.571428571428573;Apartamento
Quitinete;Copacabana;1;0;0;30;1500.0;380.0;0.0;50.0;Apartamento
Apartamento;Méier;3;1;1;85;1700.0;800.0;131.0;20.0;Apartamento
Apartamento;Barra da Tijuca;3;2;0;120;5500.0;2700.0;0.0;45.833333333333336;Apartamento
Apartamento;Barra da Tijuca;4;3;2;294;12000.0;1600.0;0.0;40.816326530612244;Apartamento
Apartamento;Tijuca;2;1;1;68;1900.0;602.0;132.0;27.941176470588236;Apartamento
Apartamento;Vila da Penha;3;1;1;73;1800.0;450.0;0.0;24.65753424657534;Apartamento
Apartamento;Vila Isabel;2;1;0;75;1390.0;750.0;41.0;18.533333333333335;Apartamento
Apartamento;Méier;2;1;0;60;1350.0;598.0;39.0;22.5;Apartamento
Apartamento;Barra da Tijuca;3;3;3;260;10000.0;3600.0;6000.0;38.46153846153846;Apartamento
Apartamento;Humaitá;1;0;0;41;2200.0;343.0;24.0;53.65853658536585;Apartamento
Apartamento;Jardim Carioca;2;1;1;85;2100.0;500.0;1325.0;24.705882352941178;Apartamento
Apartamento;Urca;2;0;1;160;8000.0;1970.0;0.0;50.0;Apartamento
Apartamento;Humaitá;2;0;0;79;2600.0;718.0;79.0;32.91139240506329;Apartamento
Apartamento;Santa Teresa;3;0;0;149;2000.0;890.0;52.0;13.422818791946309;Apartamento
Apartamento;Ipanema;2;0;0;60;3000.0;734.0;0.0;50.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;183;9500.0;3400.0;0.0;51.91256830601093;Apartamento
Apartamento;Copacabana;3;0;0;100;4000.0;1000.0;0.0;40.0;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;165.0;20.0;18.46153846153846;Apartamento
Apartamento;Leme;3;0;0;124;2800.0;1350.0;180.0;22.580645161290324;Apartamento
Casa de Vila;Cascadura;1;0;0;36;700.0;0.0;0.0;19.444444444444443;Casa
Apartamento;Tijuca;1;0;0;45;1200.0;300.0;0.0;26.666666666666668;Apartamento
Apartamento;Leme;2;0;0;75;2300.0;878.0;0.0;30.666666666666668;Apartamento
Apartamento;Del Castilho;2;1;1;53;1300.0;430.0;28.0;24.528301886792452;Apartamento
Apartamento;Vila Isabel;1;0;0;36;1050.0;385.0;0.0;29.166666666666668;Apartamento
Casa de Vila;Cascadura;3;0;0;90;1200.0;0.0;0.0;13.333333333333334;Casa
Casa;Cordovil;1;0;0;65;650.0;0.0;0.0;10.0;Casa
Casa de Condomínio;Itanhangá;3;2;3;544;20000.0;1800.0;1600.0;36.76470588235294;Casa
Apartamento;Flamengo;2;0;1;65;2500.0;700.0;35.0;38.46153846153846;Apartamento
Casa de Condomínio;Barra da Tijuca;5;0;3;600;15000.0;2200.0;1400.0;25.0;Casa
Apartamento;Leblon;2;2;1;100;6700.0;1211.0;320.0;67.0;Apartamento
Apartamento;Leblon;3;2;1;130;6000.0;3274.0;741.0;46.15384615384615;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;90;1600.0;650.0;171.0;17.77777777777778;Apartamento
Apartamento;Copacabana;4;1;0;370;14000.0;3000.0;3500.0;37.83783783783784;Apartamento
Apartamento;Barra da Tijuca;3;2;3;126;5500.0;2180.0;677.0;43.65079365079365;Apartamento
Apartamento;Barra da Tijuca;1;1;0;54;1700.0;1710.0;290.0;31.48148148148148;Apartamento
Apartamento;Barra da Tijuca;6;3;3;360;9600.0;1600.0;750.0;26.666666666666668;Apartamento
Casa;Barra da Tijuca;6;6;6;610;20000.0;0.0;400.0;32.78688524590164;Casa
Casa;Campo Grande;4;1;4;386;2400.0;0.0;0.0;6.217616580310881;Casa
Apartamento;Botafogo;1;0;0;33;1970.0;583.0;0.0;59.696969696969695;Apartamento
Apartamento;Copacabana;3;1;0;100;2900.0;1200.0;0.0;29.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;260;10000.0;1200.0;1100.0;38.46153846153846;Casa
Apartamento;Leblon;2;1;0;100;3500.0;1390.0;390.0;35.0;Apartamento
Apartamento;Botafogo;2;0;0;70;2300.0;740.0;440.0;32.857142857142854;Apartamento
Apartamento;Abolição;2;1;0;44;900.0;560.0;15.0;20.454545454545453;Apartamento
Apartamento;Barra da Tijuca;2;1;1;95;2600.0;1420.0;199.0;27.36842105263158;Apartamento
Apartamento;Barra da Tijuca;1;1;0;71;1950.0;970.0;240.0;27.464788732394368;Apartamento
Quitinete;Copacabana;1;0;0;35;2000.0;430.0;40.0;57.142857142857146;Apartamento
Apartamento;Botafogo;2;1;1;94;5600.0;1086.0;0.0;59.57446808510638;Apartamento
Apartamento;Península;2;1;1;90;3200.0;1200.0;1500.0;35.55555555555556;Apartamento
Apartamento;Barra da Tijuca;3;2;1;127;3500.0;1597.0;0.0;27.559055118110237;Apartamento
Apartamento;Tijuca;2;1;1;82;2600.0;851.0;0.0;31.70731707317073;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;1100.0;320.0;14.0;22.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;75;1600.0;956.0;1000.0;21.333333333333332;Apartamento
Apartamento;Lagoa;2;1;1;92;3800.0;1100.0;323.0;41.30434782608695;Apartamento
Quitinete;Copacabana;1;0;0;32;1050.0;714.0;0.0;32.8125;Apartamento
Apartamento;Copacabana;3;0;0;136;2900.0;1505.0;100.0;21.323529411764707;Apartamento
Apartamento;Barra da Tijuca;4;3;2;270;12000.0;3550.0;1560.0;44.44444444444444;Apartamento
Apartamento;Pechincha;2;1;0;66;1100.0;532.0;0.0;16.666666666666668;Apartamento
Quitinete;Copacabana;1;0;0;27;1200.0;450.0;0.0;44.44444444444444;Apartamento
Apartamento;Lagoa;2;3;1;338;13000.0;2076.0;1826.0;38.46153846153846;Apartamento
Apartamento;Copacabana;1;0;0;28;2300.0;600.0;0.0;82.14285714285714;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;84;1600.0;690.0;171.0;19.047619047619047;Apartamento
Apartamento;Barra da Tijuca;6;3;4;360;8500.0;1600.0;750.0;23.61111111111111;Apartamento
Apartamento;Usina;1;0;0;65;1300.0;390.0;26.0;20.0;Apartamento
Apartamento;Cascadura;3;2;0;70;1100.0;340.0;10.0;15.714285714285714;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;156;3500.0;900.0;330.0;22.435897435897434;Casa
Apartamento;Ipanema;3;1;1;118;3800.0;2026.0;243.0;32.20338983050848;Apartamento
Apartamento;Vidigal;2;1;0;85;1300.0;680.0;25.0;15.294117647058824;Apartamento
Quitinete;Copacabana;0;0;0;18;930.0;315.0;0.0;51.666666666666664;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;2900.0;1500.0;310.0;24.166666666666668;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;2;385;7500.0;1150.0;750.0;19.48051948051948;Casa
Apartamento;Barra da Tijuca;4;4;4;330;12000.0;3350.0;0.0;36.36363636363637;Apartamento
Apartamento;Lagoa;3;0;1;72;2800.0;950.0;0.0;38.888888888888886;Apartamento
Apartamento;Ipanema;2;1;1;86;5500.0;1500.0;0.0;63.95348837209303;Apartamento
Casa;Barra da Tijuca;4;3;4;300;15000.0;1100.0;1070.0;50.0;Casa
Casa;Pavuna;2;0;0;70;900.0;0.0;0.0;12.857142857142858;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;600;35000.0;900.0;0.0;58.333333333333336;Casa
Apartamento;Barra da Tijuca;3;3;3;227;7000.0;2750.0;0.0;30.837004405286343;Apartamento
Casa de Condomínio;Barra da Tijuca;4;16;4;400;10000.0;2100.0;1500.0;25.0;Casa
Apartamento;Praça Seca;3;0;0;80;1000.0;180.0;13.0;12.5;Apartamento
Apartamento;Copacabana;3;1;1;260;6500.0;1900.0;4000.0;25.0;Apartamento
Apartamento;Flamengo;3;1;1;140;3800.0;634.0;146.0;27.142857142857142;Apartamento
Apartamento;Laranjeiras;2;1;1;86;3300.0;1865.0;0.0;38.372093023255815;Apartamento
Quitinete;Ipanema;1;0;1;40;1500.0;600.0;0.0;37.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0;25.88235294117647;Apartamento
Apartamento;Jacarepaguá;2;1;0;58;1100.0;450.0;0.0;18.96551724137931;Apartamento
Apartamento;Flamengo;3;1;0;110;4000.0;900.0;0.0;36.36363636363637;Apartamento
Apartamento;Ipanema;4;2;1;230;10900.0;3218.0;0.0;47.391304347826086;Apartamento
Apartamento;Urca;4;2;1;200;10000.0;3700.0;544.0;50.0;Apartamento
Apartamento;Copacabana;3;2;1;140;3900.0;1650.0;230.0;27.857142857142858;Apartamento
